RegionName,StateName,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11
"Prescott, AZ",AZ,5.14,6.88,5.69,4.95,3.58,3.76,3.49,3.12,3.21,3.94,4.31,3.3,2.57,2.66,2.84,4.13,5.41,6.24,7.06,6.79,7.34,7.43,7.61,6.7,5.6,4.59,5.23,5.78,7.52,7.89,7.98,8.17,8.26,8.35,8.44,8.9,9.36,9.63,9.72,9.91,10,9.82,9.54,9.27,9.45,9.17,8.99,8.62,8.81,9.08,8.72,8.53,8.07,7.71,7.16,6.61,6.15,6.97,7.8
"Springfield, IL",IL,6.06,7.98,9.27,8.17,6.61,5.05,5.87,6.42,7.52,8.53,8.72,8.99,8.81,8.44,7.8,7.16,6.33,5.69,5.6,4.86,5.32,5.41,5.96,5.78,4.95,4.77,2.94,2.48,3.12,5.5,6.7,6.79,6.88,6.97,7.43,8.07,7.89,7.61,7.06,8.35,9.17,9.91,9.08,8.9,8.26,7.71,7.25,6.51,6.15,6.24,7.34,8.62,9.63,10,9.82,9.36,9.45,9.54,9.72
"Tyler, TX",TX,8.07,6.79,7.06,7.89,8.62,8.35,8.26,7.16,6.06,4.5,4.68,5.23,5.69,5.05,5.32,5.96,5.87,4.77,4.13,4.22,4.31,5.5,4.86,5.14,5.78,7.52,8.81,8.72,7.25,4.95,4.4,5.6,6.51,6.97,6.42,6.33,6.15,7.43,6.88,7.8,8.17,8.53,8.44,7.71,7.34,6.61,6.7,7.61,9.08,9.45,9.72,9.17,9.36,9.27,9.63,9.54,9.82,9.91,10
"Las Cruces, NM",NM,5.41,4.04,2.02,1.65,2.29,4.86,6.51,6.42,6.06,6.24,6.61,6.88,6.15,5.14,4.4,3.49,2.57,3.58,5.05,6.7,7.16,7.52,7.71,7.61,7.34,6.79,4.77,3.85,3.94,6.33,7.43,8.07,8.26,8.53,8.35,8.44,7.89,7.8,8.17,8.99,9.82,10,9.91,9.45,8.81,8.9,9.08,9.27,8.72,7.98,7.06,6.97,7.25,8.62,9.54,9.72,9.63,9.36,9.17
"Fargo, ND",ND,9.63,9.45,9.72,9.91,10,9.82,9.08,8.17,7.98,8.35,8.07,7.71,7.43,7.52,7.34,7.16,6.42,6.33,6.79,6.61,6.51,6.88,6.97,6.7,6.15,5.96,4.59,3.76,3.49,4.22,4.68,4.77,4.31,3.94,4.4,4.5,5.23,4.86,5.41,5.6,5.69,5.32,4.95,5.14,5.05,4.13,3.67,3.58,3.39,3.21,2.75,2.39,2.2,2.66,3.3,3.85,3.12,2.94,3.03
"Houma, LA",LA,9.17,8.99,8.17,6.88,6.97,7.61,8.26,8.07,7.98,7.89,6.79,4.86,2.2,1.47,1.83,1.93,2.66,2.75,3.3,3.49,4.13,5.14,6.24,6.42,6.51,6.15,6.06,5.5,4.04,3.03,3.76,4.4,4.68,4.95,5.69,5.87,4.59,2.94,2.48,2.11,2.39,2.84,5.23,7.43,8.81,8.53,6.33,3.58,1.28,0.37,0.09,0.18,1.19,4.5,6.7,7.16,7.34,7.71,8.35
"Rochester, MN",MN,4.68,4.86,4.77,4.95,5.05,5.14,5.41,5.32,5.23,5.5,5.6,5.69,5.96,6.15,5.78,5.87,6.06,6.33,6.61,6.79,6.97,6.88,6.7,6.24,6.42,6.51,7.06,7.16,7.61,7.8,7.98,7.89,8.17,8.35,8.99,9.54,9.63,9.91,9.72,10,9.82,9.45,9.36,9.27,9.17,9.08,8.9,8.07,7.71,7.52,7.34,7.25,7.43,8.26,8.53,8.72,8.44,8.62,8.81
"Florence, SC",SC,6.33,3.94,2.57,2.75,4.31,5.78,6.15,5.32,3.67,2.94,2.84,3.85,5.05,5.96,4.68,3.49,4.04,6.24,7.71,7.25,6.88,6.51,5.6,3.21,1.74,1.47,1.65,2.48,4.59,5.69,7.06,8.26,9.45,9.17,8.9,8.35,8.72,8.99,8.17,8.07,8.81,9.54,9.82,9.91,10,9.72,8.62,6.61,5.14,5.41,6.42,7.52,7.89,7.43,6.79,7.61,7.98,9.27,9.63
"Medford, OR",OR,2.29,2.2,2.11,2.75,3.49,4.13,4.59,5.96,6.42,7.06,7.71,8.81,7.61,7.89,7.43,6.97,4.77,4.5,5.78,7.16,8.26,8.07,8.17,7.52,7.98,7.25,7.8,8.9,9.91,9.72,9.54,9.08,8.72,8.35,8.44,8.99,9.27,9.63,9.36,10,9.45,9.82,9.17,8.53,7.34,6.51,6.06,5.5,5.87,4.31,3.76,3.58,3.94,4.22,5.69,5.32,5.23,4.86,5.05
"Lafayette-West Lafayette, IN",IN,5.41,5.78,5.05,4.86,4.95,5.14,5.5,5.6,6.06,5.96,5.87,5.69,5.32,4.68,4.59,5.23,6.15,6.51,6.42,6.24,6.33,6.61,6.7,6.79,6.88,6.97,7.25,7.43,7.52,7.34,7.06,7.16,7.61,7.71,7.8,7.89,7.98,8.07,9.54,10,9.91,9.17,8.35,8.9,9.08,8.99,8.81,8.17,8.26,8.53,8.72,8.44,8.62,9.63,9.72,9.45,9.27,9.36,9.82
"Bellingham, WA",WA,3.85,3.49,3.03,3.76,4.77,5.14,5.23,5.41,5.32,5.5,5.6,5.87,6.06,6.15,6.51,6.79,6.88,6.33,5.78,5.69,5.96,6.24,6.42,6.61,6.7,6.97,7.06,7.16,7.25,7.34,8.26,8.44,8.17,7.98,7.43,7.61,7.89,9.08,9.82,10,9.91,9.72,9.27,9.17,9.54,8.9,8.62,7.71,8.53,8.35,9.36,8.99,9.45,9.63,8.72,8.07,7.52,7.8,8.81
"Lake Havasu City, AZ",AZ,2.39,2.57,2.29,3.3,4.4,6.33,6.42,4.77,3.85,2.75,3.21,2.48,3.12,2.02,1.74,0.92,1.01,1.28,1.56,1.83,1.1,0.73,0.64,1.19,1.93,2.66,3.49,3.58,2.94,2.84,3.67,5.87,6.24,7.16,6.97,7.43,7.71,8.26,8.72,9.08,9.36,9.72,9.82,9.91,10,9.63,9.54,9.45,9.27,8.99,8.81,8.35,8.17,8.07,8.44,8.53,8.62,8.9,9.17
"Saginaw, MI",MI,2.75,1.47,1.1,0.46,0.09,0.18,0.55,2.57,3.76,3.49,5.23,5.14,4.86,2.39,1.74,0.92,1.65,1.93,4.13,5.78,6.33,5.96,4.5,4.22,3.94,5.05,5.5,6.61,6.15,6.88,7.06,7.34,7.71,7.89,7.43,7.8,8.07,8.62,8.9,9.36,9.91,10,9.27,8.53,8.26,8.35,8.81,8.99,9.17,8.72,8.17,7.98,8.44,9.08,9.82,9.72,9.45,9.54,9.63
"Lake Charles, LA",LA,9.17,7.89,8.26,8.62,9.27,8.72,7.61,8.17,8.99,9.63,9.82,10,9.72,8.53,6.61,6.15,6.33,6.51,6.42,6.79,7.16,7.06,5.78,5.41,4.22,4.13,3.94,4.5,5.87,7.52,9.54,9.91,9.45,6.7,3.49,2.75,1.65,1.56,1.47,2.29,3.03,3.58,5.14,6.97,7.71,7.25,6.24,5.6,3.76,2.84,2.39,3.21,4.31,4.68,5.23,4.59,5.69,4.86,5.5
"Johnson City, TN",TN,3.03,2.2,2.84,2.75,2.48,2.29,3.94,5.14,6.06,5.78,5.05,4.31,4.68,5.41,5.23,5.6,6.15,6.33,6.7,6.61,6.42,6.24,6.51,6.88,7.25,7.06,6.97,6.79,7.16,7.34,7.43,7.52,7.71,7.8,7.61,7.89,8.26,9.36,9.27,8.72,8.9,8.81,8.53,7.98,8.07,8.17,8.44,9.08,8.99,8.35,8.62,9.45,9.72,10,9.91,9.82,9.63,9.54,9.17
"Elkhart, IN",IN,4.22,5.32,5.05,4.68,3.94,5.23,5.6,5.87,5.78,6.06,6.15,5.69,5.5,4.5,4.4,5.41,5.96,6.24,6.7,6.51,6.42,6.33,6.61,6.79,6.88,6.97,7.06,7.16,7.34,7.25,7.43,7.52,7.61,7.71,7.8,8.17,7.98,8.07,7.89,8.44,9.17,10,9.91,9.45,9.08,8.72,8.62,8.99,9.54,9.27,8.81,8.35,8.26,8.53,8.9,9.36,9.63,9.72,9.82
"Yuma, AZ",AZ,4.13,5.32,4.31,3.85,3.03,2.02,2.29,2.39,3.21,1.28,0.28,0.09,0.73,0.37,0.64,0.46,1.83,1.56,3.12,3.58,4.95,4.04,3.67,4.4,3.76,2.84,1.19,0.92,1.47,1.65,2.11,1.38,1.93,2.48,4.77,8.35,9.17,8.99,6.88,5.41,4.59,5.05,5.96,6.51,7.25,6.7,7.34,8.07,8.72,8.9,8.26,7.61,8.44,9.45,9.91,9.72,9.27,8.81,9.36
"Racine, WI",WI,3.03,2.57,2.75,2.39,2.66,2.94,3.3,3.85,4.04,4.22,4.5,4.68,5.14,5.41,5.87,6.06,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.79,6.97,7.06,6.88,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.9,9.17,9.54,10,9.91,9.82,9.72,9.63,9.45,9.36,9.27,9.08,8.99,8.53,8.26,8.35,8.81,8.62,8.72,8.44,8.17
"Athens, GA",GA,2.2,2.57,3.21,4.95,5.78,6.24,6.15,5.69,5.41,5.05,4.59,4.22,3.58,3.67,3.85,4.31,5.32,5.96,6.61,6.7,6.42,6.33,6.51,6.79,6.88,6.97,7.16,7.43,7.25,7.06,7.34,7.52,7.61,7.98,8.81,9.17,9.36,9.63,9.82,10,9.91,9.72,9.27,9.45,9.54,9.08,8.9,8.72,8.26,7.8,7.71,7.89,8.44,8.62,8.35,8.17,8.07,8.53,8.99
"Torrington, CT",CT,5.96,6.7,6.97,6.61,6.15,4.31,3.85,2.57,3.39,2.75,2.48,2.29,3.03,4.22,3.21,2.94,2.66,4.5,4.77,4.95,4.86,5.5,6.51,6.24,5.14,3.49,5.32,6.88,7.89,8.44,8.07,8.26,7.8,7.71,7.25,7.34,7.43,7.98,7.61,7.52,8.17,9.27,9.54,9.82,10,9.91,9.72,9.63,9.45,9.17,8.9,8.35,8.72,9.08,9.36,8.99,8.53,8.62,8.81
"St. Cloud, MN",MN,4.95,5.78,5.05,4.59,4.68,4.86,5.87,5.23,5.41,5.5,5.96,5.69,5.32,5.14,5.6,6.06,6.15,6.24,6.33,6.42,6.51,6.61,6.7,6.79,6.88,7.25,6.97,7.06,7.16,7.34,7.43,7.52,7.71,7.8,7.98,7.61,8.07,7.89,8.17,8.26,8.35,8.53,8.44,8.62,8.72,8.81,8.99,9.91,9.54,9.82,9.17,9.45,9.27,9.63,10,9.72,9.36,9.08,8.9
"Hilton Head Island, SC",SC,3.21,4.31,5.6,7.34,8.72,9.36,9.54,9.63,9.45,8.99,7.89,6.88,6.06,6.24,5.96,4.95,4.4,4.86,6.15,6.51,5.41,6.33,5.32,5.78,4.13,4.04,3.94,5.87,7.43,7.98,7.06,5.23,4.68,4.5,4.77,5.69,6.79,7.61,7.8,8.62,9.17,9.72,9.91,10,9.82,9.27,9.08,8.9,8.53,7.16,6.61,6.42,6.7,6.97,7.52,8.07,8.26,8.44,8.17
"Bloomington, IL",IL,6.42,5.5,4.31,3.12,2.84,2.57,2.39,2.48,2.29,2.66,3.49,4.77,5.32,4.95,4.68,3.85,3.39,3.03,3.3,3.58,4.59,5.05,4.86,4.5,4.13,4.22,3.67,5.14,7.06,8.44,7.34,5.78,6.33,6.15,6.06,5.23,5.41,5.87,6.51,6.79,6.61,7.16,7.25,7.52,6.97,7.71,7.98,8.81,8.53,7.89,8.72,9.08,9.72,10,9.91,9.82,9.63,9.54,9.45
"Hilo, HI",HI,6.42,5.96,4.77,3.67,5.41,7.34,8.72,8.99,9.08,8.53,7.52,5.05,2.48,1.93,1.74,1.28,1.38,1.65,2.11,2.39,2.29,1.56,0.73,0.37,1.01,2.57,7.43,9.36,9.17,8.07,6.06,5.78,5.23,5.14,5.32,6.15,6.51,6.88,7.16,8.44,9.45,9.82,9.72,9.27,8.62,8.35,7.89,7.25,7.71,8.26,7.98,7.06,5.5,4.68,3.39,4.04,4.4,3.85,3.49
"Panama City, FL",FL,5.41,6.33,6.06,5.96,2.84,3.67,2.75,5.5,4.95,6.24,5.32,4.04,3.39,3.03,2.57,1.38,1.83,2.02,3.12,3.49,5.87,4.86,4.22,5.05,6.15,6.7,4.77,3.58,4.31,7.06,7.43,7.52,7.89,7.98,7.71,7.61,7.8,8.07,8.35,8.44,8.9,9.08,9.17,8.81,8.17,8.26,8.62,8.72,8.53,8.99,9.54,9.91,10,9.82,9.72,9.63,9.45,9.27,9.36
"Kingston, NY",NY,3.49,4.86,4.4,3.67,2.94,2.66,2.57,4.04,5.69,5.6,3.94,2.48,2.75,3.85,5.14,5.23,4.77,5.32,5.87,5.96,5.05,4.95,5.41,6.06,6.33,6.24,6.51,6.88,7.89,8.07,8.17,7.71,7.06,7.43,8.35,8.99,9.36,8.9,7.98,7.25,6.61,6.97,7.34,8.26,8.53,8.44,8.81,8.72,9.17,9.08,9.54,9.72,10,9.91,9.82,9.63,9.45,9.27,8.62
"Daphne, AL",AL,3.76,3.58,4.13,5.14,6.15,6.42,6.24,5.78,5.41,5.05,5.96,6.33,5.87,5.6,4.31,5.23,4.4,4.77,4.5,4.59,4.95,5.32,4.22,3.3,3.12,4.86,6.51,7.16,7.25,7.43,7.52,7.89,7.98,8.9,9.45,9.91,10,9.72,9.08,7.71,8.35,9.17,9.82,9.54,9.63,9.36,9.27,8.81,8.17,8.62,8.44,8.99,8.53,8.72,8.07,8.26,7.8,7.61,7.34
"Gainesville, GA",GA,2.48,2.2,2.39,3.94,5.14,5.87,6.97,6.88,5.6,5.05,3.76,4.86,4.5,3.58,1.93,2.02,3.3,5.23,5.96,7.52,7.89,7.98,6.7,7.34,6.79,7.71,6.15,6.51,6.06,7.25,7.16,7.43,7.8,7.06,7.61,8.26,9.08,9.72,10,9.91,9.82,9.45,9.36,9.17,9.27,8.81,8.53,6.42,6.24,8.17,8.99,9.54,9.63,8.9,8.72,8.44,8.62,8.35,8.07
"Warner Robins, GA",GA,5.41,5.32,4.13,2.84,2.29,3.58,5.78,6.24,6.33,5.87,4.59,2.66,1.47,1.65,3.3,5.14,5.96,6.06,6.15,6.42,6.51,6.88,7.06,7.25,7.16,6.97,6.7,6.61,6.79,7.34,7.43,7.52,7.61,7.71,7.8,8.35,8.9,9.45,9.36,8.99,8.81,8.72,9.08,9.54,9.63,9.17,8.44,8.17,7.98,7.89,8.07,9.27,9.91,10,9.82,9.72,8.62,8.26,8.53
"Blacksburg, VA",VA,4.77,3.85,3.03,2.57,2.29,3.21,3.94,4.95,4.4,2.84,2.02,3.3,4.68,5.5,3.49,0.83,0.46,1.38,4.22,4.5,4.04,3.58,4.31,4.59,5.14,5.32,5.6,5.78,6.15,6.42,6.33,6.24,6.51,6.79,7.25,6.97,6.7,6.61,7.06,8.07,8.53,8.26,7.8,7.61,7.71,7.52,7.43,7.16,6.88,7.34,7.89,8.72,8.99,8.9,8.81,8.62,8.44,8.17,8.35
"Jacksonville, NC",NC,6.42,5.96,5.41,5.78,5.6,6.24,6.33,6.06,5.32,5.5,6.79,7.34,6.88,4.95,4.22,4.04,4.59,7.06,7.71,7.16,4.77,3.94,3.58,3.39,3.21,2.84,2.48,2.75,3.85,4.5,6.61,7.52,7.61,6.97,5.87,5.23,5.69,7.25,7.89,8.35,8.9,9.27,9.36,8.99,8.81,8.44,8.26,8.07,8.17,8.53,9.08,9.63,9.82,10,9.91,9.72,9.54,9.45,9.17
"Redding, CA",CA,2.48,1.93,1.83,2.66,3.12,3.21,2.84,2.11,2.02,2.39,2.94,2.57,2.2,1.56,1.1,0.92,1.28,1.74,2.75,3.3,3.49,3.85,4.22,4.68,4.95,7.06,7.8,7.52,6.79,8.26,9.08,8.99,8.53,9.63,10,9.72,8.9,6.88,6.15,8.35,9.54,9.36,8.17,8.72,8.07,6.06,5.78,8.62,9.82,9.91,9.17,7.16,5.41,5.87,7.89,8.81,7.71,7.61,7.25
"Monroe, LA",LA,6.97,7.98,9.27,9.45,8.44,7.89,7.61,7.8,6.61,5.41,5.32,6.24,6.15,3.94,3.12,5.69,8.72,9.17,8.26,6.79,6.42,7.25,8.35,8.62,7.52,5.14,3.85,4.5,5.78,6.51,6.88,7.06,7.16,6.06,3.67,3.03,4.4,7.43,9.08,8.53,7.71,5.6,5.5,5.23,4.59,2.75,2.02,1.38,1.74,2.29,1.47,1.01,0.55,0.83,1.28,1.93,1.19,0.92,0.73
"Joplin, MO",MO,0.55,1.28,1.47,1.19,1.01,0.64,1.83,3.85,4.22,4.4,4.59,4.86,4.68,4.5,4.77,5.78,6.15,7.43,7.34,7.16,6.61,6.42,6.33,5.96,5.69,5.32,5.14,5.87,6.51,6.88,7.25,7.52,7.61,7.71,7.98,8.17,8.26,8.35,7.8,7.89,8.07,8.44,8.53,8.62,8.72,8.81,9.08,9.17,9.63,9.82,9.54,8.99,9.27,9.45,10,9.91,9.72,9.36,8.9
"El Centro, CA",CA,9.27,8.99,9.08,9.72,9.82,9.63,9.36,8.81,8.26,7.71,7.06,6.15,6.06,4.68,3.85,3.49,3.39,3.94,4.13,4.4,4.04,4.31,3.67,3.21,2.57,3.58,4.22,6.42,5.78,6.88,6.97,6.7,6.33,6.24,6.79,7.52,7.25,5.23,4.95,5.41,7.43,5.6,5.05,4.59,5.87,5.96,4.86,5.14,4.77,5.5,5.32,6.51,7.16,7.8,7.98,8.17,8.53,8.9,9.54
"Terre Haute, IN",IN,4.13,2.57,1.01,0.55,1.38,2.84,4.04,4.5,5.5,6.15,7.06,6.61,4.86,2.66,1.19,1.1,1.65,4.31,6.97,7.98,8.44,8.62,8.17,7.8,6.88,5.41,4.4,3.94,5.78,6.51,7.34,7.61,8.26,8.81,8.53,7.89,7.52,7.43,8.07,8.72,9.27,9.54,9.72,9.63,9.45,9.17,9.08,8.99,8.35,7.71,6.33,4.59,5.96,7.25,8.9,9.36,9.91,10,9.82
"Muskegon, MI",MI,4.59,5.05,5.32,5.6,5.14,5.5,5.41,4.77,3.76,2.94,2.57,2.66,2.48,2.2,2.11,2.02,2.75,3.58,4.86,5.96,6.51,6.61,6.7,6.88,6.79,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.35,8.62,8.81,9.17,9.54,9.63,9.45,9.27,9.08,8.9,8.72,8.44,8.17,8.07,8.26,8.53,8.99,9.36,9.72,9.82,9.91,10
"East Stroudsburg, PA",PA,4.22,5.32,6.42,7.06,7.25,6.79,5.87,4.95,4.4,3.94,3.39,3.03,2.75,2.66,2.57,2.84,3.49,4.13,4.04,3.85,4.68,5.05,5.23,4.77,5.14,5.5,5.69,5.78,6.24,6.61,6.7,6.97,7.43,7.71,7.34,7.8,7.98,8.62,8.17,7.89,8.07,9.08,9.82,9.91,10,9.36,9.27,8.99,8.72,8.44,8.35,8.81,8.53,8.9,9.17,9.63,9.54,9.72,9.45
"Sioux City, IA",IA,4.13,4.68,4.95,4.04,4.31,4.5,5.05,4.59,4.86,5.87,6.51,7.89,5.6,6.15,6.24,7.98,7.71,6.97,5.69,5.96,6.88,7.43,7.34,7.61,7.52,6.61,6.33,7.06,6.7,5.23,4.22,4.77,5.41,5.14,5.5,5.78,7.25,8.17,8.9,9.63,10,9.91,9.27,8.72,8.53,9.17,9.72,9.82,9.54,9.08,8.62,8.35,7.8,8.07,8.26,8.81,9.36,9.45,8.99
"Greenville, NC",NC,1.83,1.65,1.28,0.92,0.73,0.83,1.1,1.38,1.74,2.02,3.03,3.94,5.23,5.41,5.6,5.69,5.87,6.06,6.24,6.33,6.51,6.61,6.7,6.79,6.88,6.97,7.06,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.07,8.72,9.08,9.45,9.27,9.17,8.99,8.81,8.62,8.53,8.26,8.17,8.44,8.35,8.9,9.36,9.54,9.63,9.72,9.82,9.91,10
"Waterloo, IA",IA,5.14,5.69,4.68,4.13,2.94,2.84,3.03,3.3,3.67,3.58,3.49,4.04,3.85,2.48,1.01,0.37,0.09,0.28,1.47,2.75,4.59,4.77,3.21,0.46,0.18,0.55,1.93,1.83,2.11,2.02,3.39,3.12,3.94,4.22,4.95,5.41,6.33,6.7,7.34,8.07,7.61,7.71,6.79,7.52,7.06,7.8,8.17,8.9,9.17,9.45,9.54,9.91,10,9.63,9.82,9.72,9.27,8.81,8.72
"Oshkosh, WI",WI,5.6,6.06,5.78,5.96,5.87,6.42,6.51,6.24,5.5,5.32,4.68,5.14,4.13,3.67,3.76,4.31,4.5,5.23,5.69,6.7,6.97,7.06,6.79,6.33,6.15,6.61,6.88,7.16,7.25,7.34,7.43,7.52,7.61,7.71,7.8,7.89,8.26,8.07,7.98,8.53,9.54,9.82,9.17,9.36,10,9.91,9.72,8.99,8.44,8.17,8.35,8.72,9.27,9.63,9.45,9.08,8.81,8.62,8.9
"Yuba City, CA",CA,3.58,3.49,3.21,2.94,2.84,3.39,3.94,4.31,4.4,4.86,5.23,6.24,6.33,5.32,4.59,4.04,4.13,4.68,5.14,5.69,7.16,7.71,7.34,6.51,6.79,7.98,8.26,7.8,8.17,9.27,9.72,8.99,8.53,9.17,9.82,10,9.91,9.54,8.81,8.62,8.9,9.45,9.36,8.72,7.52,6.06,6.97,8.07,8.35,7.25,7.06,8.44,9.63,9.08,7.89,6.88,5.78,5.41,5.6
"Abilene, TX",TX,8.17,8.53,8.81,9.36,9.45,9.17,8.72,7.98,6.97,6.15,5.69,5.78,5.87,4.13,5.41,4.77,5.6,4.86,4.5,4.59,4.04,4.22,4.31,5.05,3.94,3.67,3.58,3.3,3.39,3.76,4.4,5.5,6.33,7.52,7.71,8.62,9.08,9.82,10,9.91,9.72,9.63,9.54,9.27,8.99,8.26,7.43,6.79,6.88,7.61,8.35,8.9,8.44,7.25,5.96,5.32,5.14,4.68,5.23
"Columbia, MO",MO,3.76,4.5,5.41,4.86,4.4,3.94,4.04,4.68,5.14,5.78,7.25,8.62,9.27,9.36,8.26,7.06,6.06,6.79,7.52,7.8,8.35,8.72,8.53,7.89,8.07,8.81,9.63,10,9.91,9.54,7.98,7.43,7.34,6.88,6.61,6.97,6.33,5.69,6.7,9.17,9.82,9.45,8.17,7.61,7.71,8.44,8.9,9.08,9.72,8.99,7.16,5.5,5.6,5.87,6.15,6.24,5.96,6.51,6.42
"Dover, DE",DE,3.67,3.49,3.39,3.21,3.12,2.84,2.94,3.3,3.76,4.13,5.14,5.69,6.42,6.24,5.78,4.95,5.23,5.96,7.06,7.16,6.61,6.06,5.05,4.68,4.31,4.5,4.4,4.59,4.77,5.41,5.87,6.7,7.25,7.43,7.8,7.89,7.98,8.07,8.17,8.26,8.35,8.44,8.53,8.62,8.72,8.9,8.81,8.99,9.08,9.36,9.17,9.27,9.45,9.54,9.82,10,9.91,9.63,9.72
"Eau Claire, WI",WI,3.67,4.22,4.13,3.85,3.76,4.86,5.14,5.87,5.6,5.96,5.78,5.69,5.41,5.23,5.5,6.24,6.88,6.61,6.42,6.06,6.15,6.33,6.51,6.79,7.16,7.34,7.25,6.97,6.7,7.06,7.43,7.52,7.61,7.71,7.98,8.17,8.07,7.8,7.89,8.44,9.63,9.82,9.27,8.9,8.99,9.08,8.81,8.35,8.62,9.54,10,9.45,8.53,8.26,8.72,9.17,9.36,9.72,9.91
"Janesville, WI",WI,4.86,4.59,3.85,3.39,3.67,3.58,3.94,4.13,5.05,5.14,4.77,4.04,4.5,5.41,5.6,5.5,5.87,6.24,6.42,6.61,6.79,6.88,7.16,7.25,6.97,6.51,6.33,6.7,7.06,7.34,7.43,7.52,7.61,7.71,7.8,7.89,7.98,8.35,8.44,9.27,10,9.72,8.9,8.53,8.26,8.62,8.81,9.17,9.08,9.82,9.45,9.54,9.36,9.91,9.63,8.99,8.72,8.17,8.07
"Jackson, MI",MI,0.73,0.37,0.28,0.55,1.19,2.84,2.94,2.39,2.2,2.57,3.39,3.76,3.67,4.13,3.85,3.12,2.11,1.74,2.66,4.22,4.5,5.14,5.69,6.24,6.7,6.61,6.79,7.16,7.25,7.52,7.43,7.34,7.61,7.8,7.89,7.71,7.98,8.07,8.17,8.81,9.27,9.36,9.72,9.91,10,9.82,9.63,9.54,9.45,9.08,8.35,8.53,8.72,8.99,8.44,8.62,8.26,8.9,9.17
"Punta Gorda, FL",FL,6.15,6.79,6.97,8.44,9.54,10,9.72,9.08,8.26,8.53,9.45,9.82,9.91,9.63,9.36,8.81,8.72,8.99,9.27,9.17,8.9,8.35,7.16,5.78,3.94,3.03,2.39,1.56,2.02,1.93,1.83,1.47,2.29,4.4,5.5,6.24,7.06,7.98,8.17,8.07,7.71,7.61,7.8,7.89,7.52,6.42,5.69,4.13,2.94,2.75,2.66,3.49,4.04,4.86,5.87,6.06,6.88,7.43,8.62
"Bloomington, IN",IN,3.49,2.84,2.57,3.21,4.13,4.77,5.32,5.78,5.23,4.95,5.41,5.69,5.5,4.86,4.68,5.6,5.87,5.96,6.06,6.33,6.51,6.61,6.7,7.06,7.43,8.72,8.81,9.27,8.26,8.07,6.97,6.79,6.88,7.25,7.61,7.52,7.71,8.17,8.53,8.99,9.08,9.54,9.82,10,9.63,9.72,9.45,9.91,9.36,8.9,8.44,7.8,7.34,7.16,7.89,7.98,8.35,8.62,9.17
"Pueblo, CO",CO,4.4,4.59,4.95,4.5,4.77,5.14,5.23,5.78,5.41,5.32,6.33,6.7,6.42,5.5,5.87,5.6,5.69,6.15,6.61,6.97,6.79,6.88,6.24,6.06,5.96,6.51,7.06,7.25,7.61,7.52,7.34,7.16,7.43,7.71,8.35,8.99,9.27,9.54,9.72,9.82,9.91,10,9.63,9.36,8.62,8.17,8.72,8.9,9.08,8.53,8.07,8.26,8.81,9.45,9.17,8.44,7.98,7.89,7.8
"Billings, MT",MT,5.5,5.32,5.05,6.88,9.08,6.97,3.67,2.2,2.57,4.22,6.06,6.24,5.69,6.51,8.81,9.27,7.71,4.86,3.39,2.75,2.02,1.47,1.93,3.85,6.79,8.35,5.96,3.49,2.66,3.21,4.31,4.59,4.13,3.58,3.3,2.39,1.74,2.29,4.68,7.06,5.87,3.76,2.94,4.04,5.6,5.41,4.95,4.4,3.94,3.03,2.11,1.56,2.48,4.5,7.43,8.26,7.61,6.7,6.15
"Bowling Green, KY",KY,1.56,1.1,0.92,1.83,3.76,4.59,5.23,5.5,6.24,6.06,5.32,4.95,4.77,5.14,6.51,8.53,9.36,9.08,8.07,6.79,6.33,5.87,6.42,6.7,7.16,6.97,7.34,7.06,7.98,8.62,8.9,8.72,8.26,7.52,7.71,7.43,8.44,8.81,9.27,9.17,8.99,8.35,8.17,7.89,7.8,7.25,7.61,6.88,6.61,5.96,4.86,4.31,4.22,4.68,5.05,5.69,5.6,5.78,5.41
"Bend, OR",OR,3.12,2.29,2.2,3.39,6.42,7.8,7.06,6.33,6.51,6.61,7.61,7.43,6.7,4.86,3.67,2.75,2.11,2.94,3.49,3.94,4.13,4.59,4.5,4.95,5.32,5.5,5.14,5.87,7.98,9.27,9.17,8.44,8.07,8.35,8.26,8.9,9.08,9.45,9.82,10,9.91,9.63,8.62,7.71,7.25,6.97,6.88,6.15,6.24,5.6,5.69,4.22,3.85,4.4,7.16,8.53,8.72,8.17,7.89
